id,signe,definition
2775,DONNER.ARGENT-CACHETTE,"pot de vin, fraude"
921,LOI,"loi, légal, légitime"
2452,TOTAL,"total, cloturer"
4051,ENVOYER.COPIE,"envoyer une lettre, envoyer"
1885,PROVINCE,"province, région"
1122,ANCIEN.AVANT,"ancien, vieux"
1299,BAVARDE.NOUVELLE,"bavarder, papoter, discuter, prendre des nouvelles"
2588,ECUREUIL,Ecureuil
3439,ADOLESCENCE,adolescence
3184,AFFECTION,Affection
1034,CHOMAGE,"chômage, chômeur"
1476,REMBOURSER,"rembourser, remboursement"
3488,PRETER.L,"prêt, prêter"
2890,VARIABLE,"variable, haut et bas"
3471,NS:LORENZO(L-RIRE),Lorenzo
2547,ROUGE-A-LEVRES,rouge à lèvres
3766,JOUE.PARFAIT,"joue, joues, timide"
4037,NS:INDECIPHERABLE(F-BRAS),inconnu
1563,PYJAMA,pyjama
923,HONTE,"honte, avoir honte, être gêné"
3414,NS:SABINE(S),Sabine
243,FACILE,"facile, pratique, facilement"
1483,VOLER,"vol, voler, voleur"
941,FILLE,"fille, féminin, femme, maman"
1981,LAIT,lait
353,MIEUX,mieux
1311,VOLONTAIRE,"volontaire, bénévole, à volonté"
3809,CHERCHER.AVEUGLE,"(aller) chercher, rechercher"
2260,DE:ETONNER-TOMBER,"être étonné, tomber à la renverse, surpris, choc, choquer"
2263,DE:MON-OEIL,"mon œil, ne pas croire"
1901,PARTIR.ASSEZ,"partir, voyager"
2530,CARRELAGE,carrelage
103,CHANGER.MOT,"changer, devenir, transformer"
1482,CHIMIQUE,"chimie, chimique, laboratoire"
3826,NS:DELHAIZE(X),Delhaize
656,POULET,"poulet, poule"
855,DIMINUER,"diminuer, diminution, extinction, moins, disparaître"
3739,INTERNET.NOEL,"internet, réseau"
2218,NON.N,"non, refuser, refus, veut pas, ne pas vouloir"
2236,DE:VALEUR-NEG,"bas de gamme, aucune valeur, rien du tout, minable, vulgaire"
2895,INSTITUTE,institut
3877,PIED.CLICK,pied
356,MOINS,"moins, au moins"
1927,S-IL-VOUS-PLAIT,"s'il vous plait, s'il te plait, svp, stp"
3027,S-IL-VOUS-PLAIT.GENTIL,Si-il-vous-plait
215,ENTRER,"entrée, entrer"
3998,TETE.TOURNE,"ivre, bourré, avoir la tête qui tourne, perturbé, confus"
2459,COCHON,"cochon, porc"
222,ETONNER.COEUR,"surpris, surprendre, étonné, étonner, ah bon"
1594,FOUET,"fouet de cuisine, fouetter, battre en neige"
3183,MONTER.RUE,"monte, rue montée, augmenter"
2317,COUPER.ABATTRE,"couper, abattre"
212,ENGAGER,"engager, prendre"
1557,PARFOIS.PREFERE,"parfois, ça arrive, de temps en temps"
1404,VOLER.CHIANT,"vol, voler"
576,JUSQUE.MNT,jusqu'à maintenant
3448,NS:JONATHAN(FRANGE,Jonathan
2032,OCCASION.JETER,"occasion, hasard, coïncidence"
2439,ABSORBER,"absorber, attraper"
1146,NEZ,"nez, museau"
2473,BOURRE,"bourré, ivre"
1508,EGOISTE,égoïste
3967,HANDICAP.THEATRE,"handicap, handicapé"
3564,RENOVE,Renove
3432,NS:GAETAN(COCA),Gaetan
665,REMARQUER,"remarquer, remarque"
917,RESEAU,"réseau, antenne"
836,SCIENCES,science
3284,SENTIR(LSF),sentir
1505,CANCER,cancer
3579,DE:PLAISIR,"avoir du plaisir, être intéressé, tenter, tentation, curieux, avoir envie"
4111,INTERESSANT.NEZ,"pas intéressant, ne pas écouter, bof"
3744,ZOOM.PLUS,"zoom, zoomer, agrandir, cadrage"
2836,NS:FABIENNE(1-YEUX),fabienne
2808,POINT,point
471,REACTION,"réagir, réaction"
1568,CODA,Coda
207,ENERVER.GRATTER,"énerver, stresser, enthousiaste"
3091,NS:GAUTHIER(G-FRONT),Gauthier
483,RESERVER.SENTIR,"réserver, refouler, en moi, au fond de moi, sentir, enfermer,"
1116,CHIANT,"chiant, embêtant"
2365,CHOSE.1,"chose, quelque chose"
786,POSTE,poste
1419,RYTHME,rythme
2038,SOUCIS,"soucis, réfléchir, tracasser, problème"
3375,VIOLENCE.COURIR,"violence, sauvage"
1096,DEPASSER,"dépasser (une limite), enjamber"
1042,INTERNET,internet
346,MEME.AVANCER,même
3138,FLEUR,fleur
2064,ARRANGER,(s') arranger
1507,ENVIRONNEMENT,"environnement, contour, contexte"
3229,RECORD,record
516,SOUS-TITRES,"sous-titres, sous-titrage"
2924,ATTENTION.1T,attention
2848,EDUCATION.S,éducateur
2109,METTRE,mettre
2620,MOINS.DIMINUER,"diminuer, réduire, de moins en moins"
2998,PLAT,plat
1155,CODE,code
2189,COMMANDANT,"commandant, général"
805,METRO,metro
2741,POMPAGE,"pompe, pompage, push up"
3484,FS,
3505,NS:ANAIS(FLEUR),Anaïs
3135,SUICIDE.COU,"suicide, pendre"
1348,VILLE,"ville, urbain"
3329,VRAIMENT,"vraiment, vrai"
2683,BILLET,"billet (euro ou dollar), carte, ticket"
1546,CHIPS,chips
2404,POLLUTION.TURBO,"pollution, polluer"
454,PUBLICITE,"publicité, réclame"
1339,EQUIPE.5,"équipe, groupe, famille"
2232,DE:RIEN-FAIRE,"ne rien (à) faire, faible, fainéant, paresseux"
782,HOTEL,hôtel
2549,A-FIN,à la fin
1169,CARTE,"carte, billet (euro ou dollar), billet de virement d'argent"
2672,CHANDELEUR.RECLAMER,"Chandeleur, 2 février"
3824,LEGUMES.SALADE,légume
3165,NOEL.NAITRE,noël
1615,RISQUE.REGIME,"crise, crise économique, ceinture"
2194,TISSU.ROULEAU,"tissu, rouleau"
1252,TARD,"tard, trop tard"
3362,PARFUM,"parfum, parfumerie"
4103,POUCE.SUCER,"sucer son pouce, bébé, biberon, sucette, tétine, tute"
465,RACISTE,"race, raciste, racisme"
1737,FAUTEUIL,"fauteuil, siège"
1813,ADOPTER,adopter
263,FORT,"fort, puissance, force, vitamine, solide"
2075,AFFAIRE,affaire
3003,FENETRE.2.ARMOIRE,fenêtre
256,FIDELE,"fidèle, fidélité, direct, franche, franc, honnête"
927,ANANAS,ananas
1298,BAVARDE,"bavard, bavarder, papoter, blabla"
182,DISPARAITRE,"disparaître, disparu"
3261,EXTREME,exteme
2453,LIGNE,ligne
3770,MEILLEUR(ASL),"meilleur, top, best"
3181,METTRE.05,"mettre, ajouter, jeter, improviser"
3438,NS:FLORENCE(MIGNON),Marie-Florence Devalet
988,PEUR.ENFANT,"peur, peureux"
3983,ARGENT.RECEVOIR,"recevoir de l'argent, liasse d'argent, recevoir quelque chose"
2810,NS:SAINT-TROND(SAINT.ASSEZ-ARL,Saint-Trond
2001,DOSSIER,dossier
2976,HOME,"home, vieux, agé"
3722,LAVABO,"lavabo, bain"
3782,NS:VERVIERS,Verviers
3954,NORMAL.VIVANTE,normal
260,FINIR,"finir, terminer, c'est tout"
1694,NS:VGT(V-TELEVISION),"VGT, Vlaams gebarentaal"
3347,C4,"C4, renvoyer, démissionner"
2227,DE:ATTENDRE-ENNUYER,"attendre, (s')ennuyer, ennui"
1286,SUICIDE,"se suicider, suicide, se tuer avec une arme à feu"
3081,DE:RELAX-REJETER,"calme, relax, se débarrasser, enfin, tranquille"
3814,ESSUIE.POUPEE,"essuie de bain, serviette"
3238,SKI,ski
4131,OFFICIER,officier
3945,PAS.PAS,"pas à pas, étape"
2481,AVOIR-NEG,il n'y (en) a pas
257,FIER,"fier, pompeux"
349,MEMOIRE,"mémoire, mémoriser, mental, moral"
138,COURAGE,"courage, courageux, héros"
1106,LS.NOUVELLE,"signe, signer"
2454,AN-2,"deux ans, deux années"
3491,CHIQUE,"chique, chewing-gum"
321,LIRE,"lire, lecture"
2859,BRICOLAGE,bricolage
2538,CLOU,clou
2229,DE:ASSOMMER-DORMIR,"dormir comme une masse, dormir comme une souche, dormir, s'endormir"
3127,ENREGISTRER.S3,"enregistrer, télécharger, sauver"
3171,KM,"kilomètre, km"
1499,NORD,"nord, nordique"
93,CA-MARCHER,ça marche
1422,TEMOIN,"témoin, témoigner"
1828,VIOL,"viol, violer"
565,VRAI,"vrai, vérité, véritable, véritablement, vraiment, réel"
3821,CAROTTE.ORIGINAL,carotte
237,FAUX,"faux, tromper, faute"
1494,HAMBURGER.MANGER,hamburger
3022,EGAL.EQUILIBRE-HAUT,"pas équilibre, déséquilibre, pas égal"
373,NAIF,"naïf, naïve"
1857,TROU.MUR,trou dans le mur
2882,BESOIN(LSF),"besoin, avoir besoin, utile"
3651,ALLUMER.FLASH,"flash, allumer la lampe / lumière"
1495,COCA,coca
3639,NS:MARIE-FLORENCE(BRAS-CROISER,Marie-Florence Devalet
1895,NS:TOURNAI(2-POUR),Tournai
2127,ARRETER.2M,"arrêter, cesser, stop, stopper, se retirer, quitter"
1777,NORMAL.NERVEUX,"normal, normalement"
1991,TETE,"tête, cerveau"
1503,NOURRIR,"nourrir, donner à manger, apprendre"
4076,NS:MARIE-JEANNE(COIFFEUR-PETIT,"Marie-Jeanne Missa (veuve Christian Villers), amie de Martine Fraiture"
3225,CULTURE(ASL),culture
1224,DECORATION,"décorer, décoration"
3955,MADAME.MARRAINE,"madame, dame, madesoielle"
3011,HORLOGE,"horloge, montre"
1058,TRANSFERT.LS,"transfert, convertir"
2563,CONTROLER.SURVEILLE,"contrôle, contrôleur, inspecteur"
2466,DE:BRAS,"avoir des relations, des contacts, être pistonné"
3263,JUIN,juin
2723,SALON.REPOS,salon
3185,CIRCULE.RUMEUR,"rumeur, circule, autour"
1166,CORPS,"corps, torse"
3599,NS:JONATHAN(FRANGE-GRAND),Jonathan Luyparts
537,TOUT-DROIT,tout droit
3924,JEUDI(PL),"tous les jeudis, jeudi"
3056,LITRE,litre
1788,MOCHE,moche
3851,AUTOBUS,"autobus, autocar, bus, camion"
711,CHEF.CAPITAINE,"chef, coach, patron"
313,JUSTE.F,"juste, exact, correct, parfait, très bien, normal, normalement"
3455,NS:ALONA(POSTE),Alona
1936,COCHON.N.COU,"cochon, pervers"
480,RELIGION,religion
488,REVEILLER,"réveiller, se réveiller, réveil, étonner, surprendre, surpris, étonné, choc, choquer"
302,IMAGE,image
971,BOUCHER,"boucher, bouchon"
2623,CALME(LSF),"calme, tranquille"
2357,DETESTER.IMPOSSIBLE,"détester, ne pas aimer"
2049,AVRIL.NEZ,avril
1763,BUDGET.HERITER,"budget, patrimoine, héritage, hériter"
3596,NS:JONATHAN(FRANGE-PETIT),Jonathan Vanderschricks
2687,BISOUS.2,bisous
127,CONFIANCE,"confiance, (se) faire confiancer"
2988,ENTRE.DIVERS,"divers, choix différents"
1528,SALE,"sale, dégoutant, dégueulasse"
1308,VENGEANCE,"vengeance, venger, se venger"
532,TITRE,"titre, thème, sujet, entre-guillemets"
1412,MACHOIRE,"mâchoire, dentition"
2938,PHILOSOPHIE.FLEUR,philosophie
1201,APPETIT-BON,bon appétit!
3250,CHEMINEE,cheminée
4118,NIVEAU.VIDE,"perdre de l'argent, dépenser, vider, vide, épuiser"
2780,DIMINUER.EAU,"diminuer, baisser de niveau"
264,FRANCAIS,français
575,JEUNES,"jeunes, jeunots, petit"
1129,MONTRE,"montre, horloge"
2989,EN-ORDRE,en ordre
3780,FIXE.X,"fixe, fixer, attacher"
1545,ARMOIRE,"armoire, meuble"
3327,ETAGE,étage
3255,CRITERE,"critère, paramètre, paramètre langue des signes"
1487,FARINE,"farine, poudre"
597,POUR-CA,"pour ça, pour cela"
441,POURQUOI.B,pourquoi
1705,REGRETTER,"regret, regretter"
3608,TOURNADE,"tourner, tournade, ventilateur"
2176,JURER,jurer
377,NIVEAU,niveau
3832,POMME.SAVON,"pomme, pommier, compote de pommes"
1133,VENT,"vent, tempête"
2461,ENGAGER-DEPOSER,"déposer, mettre dans, emmener"
1630,JOURNAL.FENETRE,"journal, magasine"
1758,PUNIR,"punir, punition"
3348,NS:LYTA(L-Y),Lyta Marsus Ung
3762,NS:MARTINE(PETIT-BA),Martine
3485,PROPRE.8,propre
2090,NS:ANVERS(T),Anvers
1304,ENTRAINEMENT,"s'entrainer, entrainer, entrainement, exercice"
2130,NS:AMERIQUE(LAVER-VISAGE),"Amérique, Etats-Unis, USA, américain"
3367,NS:KEMAL(PLUIE),Kemal Gulirmak
1447,NIVEAU.BAS,niveau bas
448,PROFESSEUR.W,"professeur, instituteur, enseignant, enseigner"
1309,PROTEGER,"protection, protéger"
2298,IMPRIMER,imprimer
3804,VOUS,vous
1453,GLACE,"glace, sorbet"
3620,NS:EVELYNE(QUOTIDIEN),Evelyne Devuyst
475,REGARDER.1,regarder attentivement
3210,CULTURE(LSF),"culture, culturel"
697,ICI,ici
3870,VENDREDI(PL),tous les vendredis
3094,NS:ADELINE(INTERIEUR),Adeline
1275,SOEUR,soeur
3952,VOCABULAIRE.MOT,vocabulaire
2225,DE:IGNORER,"ignorer, ne pas écouter"
2568,DONNER.ARGENT,donner de l'argent/cartes
914,IMBECILE,"imbécile, idiot, fou, adorer, aimer à la folie, se tromper"
1369,GUIDE,"guide, guider"
2781,INONDATION,"inondation, inonder, augmenter le niveau d'eau, marée"
3294,TECHNIQUE.T,"technique, technologie"
2261,DE:MUR-PARLER,"se fermer des autres, ne plus parler avec quelqu'un"
3013,GARE,gare
160,DEJA,déjà
2932,NS:IPAD(2H-L),Ipad
1417,SYSTEME,"système, structure"
2308,DIFFERENT.10,"divers, différents"
2736,MADAME.DOUBLE-MENTON,"madame, dame (jeu de cartes)"
643,JOUER,"jouer, jeu"
2362,MOINS-CHER.10,"moins cher, pas cher"
759,PT:PRO3,"il, elle"
2926,BONBON.ROUGE,bonbon
2484,AUTONOMIE,"autonome, autonomie, (se) débrouiller"
1418,CONSEQUENCE,"conséquence, ensuite, paf, étape, génération"
1344,FAIBLE,"faible, léger, épuiser"
2296,RECONNU,"reconnu, connu, connaître"
1358,GRAVE,"grave, terrible, dangereux, risqué"
654,NIVEAU.VARIABLE,"niveau variable, différent"
2005,SECTION,"section, secteur"
2608,MENTIR,"mentir, menteur(se)"
3449,EPUISER.ARGENT,"argent épuiser, vide"
2737,HEURE-2.MONTRE-CERCLE,deux heures
342,MAUVAIS,"mauvais, mal"
443,PREFERER,"préféré, préférer"
2541,GRIS,gris
4025,NEIGE.BOUILLARD,"neige, neiger, brouillard, brume"
817,SALAIRE,"salaire, revenu, recette, bénéfice"
4124,YOUTUBE,YouTube
2042,QUE.CROISE,"que, comparaison"
3966,ARGUMENT.PROGRAMME,arguments
118,COMMUNICATION-NEG,"pas de communication, ne pas communiquer, incompréhension, pas comprendre, malentendu"
4127,SOIF,"avoir soif, soif"
3306,BIEN-SUR(IS),"bien sur, évidemment, of course"
3823,BOUILLON.BRAS,poireau
3299,NS:THIERRY(CHEVEUX),Thierry
3888,NS:VALERIE(V-AVANT),Valérie Azzalin
1517,SAUCISSE,saucisse
1583,BROSSE,"brosse à cheveux, peigne, brosser, coiffer, peigner"
3023,EGAL.EQUILIBRE-MOINS,"pas équilibre, déséquilibre, pas égal"
4027,MATIN-SOIR,"du matin au soir, toute la journée"
3472,NS:LORENZO(L-MENTON),Lorenzo
2152,PIERRE,"pierre, fer"
162,DEPART,"départ, à la porte, à partir de, partir"
2340,FOIRE,foire
181,DISCUTER,"discuter, négocier, négociation, débat"
3204,NS:DANIEL(SALUT),Daniel Gretzer
1768,QUE,"que, comparaison"
1416,ENERGIE.FORCE,"énergie, force, fort, muscle"
1591,EPICE,"épice, épicer"
1282,GSM.POUCE,gsm
1036,APPROUVER,"approuver, approbation, reconnaître, reconnaissance (de la langue des signes)"
1407,DEROGER,"déroger, contourner les règles, ne pas respecter les règles, (s') en foutre"
1176,MORCEAUX,morceau
2259,DE:ARRETER-LS,"se taire, ne rien faire, ne rien dire, mettre les mains dans ses poches"
3947,FOND.UNI,"fond, arrière plan, mur"
1317,BIEN-SUR,"bien sur, évidemment, normal"
413,PARTIR,"partir, s'en aller, départ"
74,BELLE.FLEUR,"beau, belle, joli(e), magnifique"
2327,CONTENT.PLAISIR,"content, ca va"
378,NOEL.MILIEU,noël
588,PARESSEUX,"paresseux, fainéant"
428,PEUR,"peur, effrayé"
476,REGARDER.5,regarder à plusieurs
1402,SAGE,"sage, calme"
79,BIEN,"bien, ça va, super, bon, génial"
1158,POURCENT-CENT,"pour-cent, pourcentage"
1284,RAISON,"raison, raisonner, motifs, motion"
2174,POUR.BELGE,pour
1890,ESPRIT,"esprit, spirituel"
734,BD,bande dessinée
3552,DE:PASSION-BRAS,"aimer, adorer, passion, rendre envie plus, obséder"
3523,NS:TANGO(BAL),Tango
600,PRESIDENT,président
2269,DE:RAPPELER-FORT,"(se) rappeler fortement, s'accrocher, se souvenir, marquer"
2092,NS:LUDIVINE(L-SOURIRE),Ludivine
4081,NS:PAPERMAN(PAPIER-PERSONNE.MO,"Mr Paperman, personnage d'un dessin animé Pixar"
1536,MIDI,midi
2187,NS:POLOGNE(MEDECIN),Pologne
3254,COMPETENCE,compétence
2914,DIMENSION,"dimension, volume, épaisseur"
2699,GROTTE,"grotte, caverne"
875,DATE,"date, dater, quand, le jour où, à l'époque"
3944,DESSIN-ANIME.TATOO,dessin animé
1731,SOUVENT.MARSEILLE,"souvent, parfois, à répétition"
2533,TERRAIN,terrain
4135,AMBULANCE,ambulance
76,BESOIN.AIMER,"besoin, avoir besoin, utile"
619,BLANC,"blanc, blanche"
4008,HUMEUR.VIN,"de mauvaise humeur, pas content"
4101,APPLICATION.TOUCHER,application Iphone ou smartphone ou tablette
2677,GARCON.F,garçon
312,JUSQUE,"jusque, jusqu'à, endurance"
1485,HUILE,"huile, mazout"
4034,NS:CHANTAL(2-BRAS),Chantal
419,PAUVRE.P,"pauvre, pitié, pauvre"
1088,ALLUMER,"allumer la lumière, flash"
2022,CADEAU,cadeau
647,KARTING,"kart, karting"
666,SAUCE,"sauce, faire couler la sauce"
108,CLAIR,"clair, clarté"
1847,FLOU,"flou, flouté, ambigu, peu évident, bouillard, abstrait"
2088,NS:DELPHINE(D-JOUE),delphine
3099,JEU.CARTE,"jeux de cartes, cartes mélanges"
745,MALADE.VENTRE,"mal au ventre, malade, ça ne va pas, déranger, agacer, énerver"
3441,NEGATIVE-MAIN,négative
2467,ACTIF,"actif, action, activement, organiser activement, bouger"
3328,BAS,en bas
3903,CA-VEUT-DIRE.10,"ça veut dire, définir, signifie"
3521,NS:ANNE-MARIE(NEZ-CHEVEUX),Anne-marie Wauquaire
2490,VENIR.RECENT,"venir de, je viens de"
3570,MASACRA,"masacra, maquillage, maquiller yeux"
2812,NS:CONSTANT(CHEVEUX-NOIR),constant
3061,NS:SKYPE.B(NUAGE),Skype
3728,AN-1-FUTUR,"l'année prochaine, dans un an"
25,ANIMATEUR,"animateur, animer, animation"
2522,MOIS-8,huit mois
2290,PEAU,Peau
1833,UTERUS,utérus
209,ENERVER.STRESS,"énervé, énerver, nerveux"
724,EXCEPTIONNEL,"exceptionnel, rare"
3880,GAUCHE.DIEU,"gauche, à gauche"
1928,NS:JEAN-MICHEL(J-SOURIRE-L),Jean-Michel
46,ASSEZ,assez
3829,BIBLIOTHEQUE,bibliothèque
2805,FAMILLE.COEUR,"famille, fraternité"
405,PARLER,"parler, parole"
4084,COUCHER.2,"coucher, faire l'amour, amant, amante, dormir ensemble"
3972,NS:GRUM(GM),Grum
1738,PLASTIQUE,plastique
3287,SAINT.ASSEZ,"saint, sainte"
110,COEUR,"cœur, love, couleur du jeu de cartes"
3112,SAVOIR-PAS.1,"ne sait pas, ne pas savoir, ne pas comprendre"
2242,TRACASSER,"tracasser, (s') inquiéter, réflechir"
3381,VIRGULE,"virgule, apostrophe"
2786,CUIR,"cuir, peau"
3317,HANDICAPE.MAL,"handicap, handicapé"
427,PEU.PETIT,"un petit peu, petit"
2555,PRESSION.DISCRIMINATION,"pression, presser, oppresser, oppression"
100,CELEBRE,célèbre
2762,CENTIME,"cent, centime"
3275,TRICOTER,tricoter
2640,FOU.DINGUE,"fou, folle, dingue, malade"
1937,EXPLIQUER.8,"expliquer, raconter"
469,RASSURER,"rassurer, soulager, ouf"
801,RECEVOIR,"reçu, recevoir, donner"
1649,RENDEZ-VOUS,"rendez-vous, rencontrer"
2108,CHAT.F,chat
3878,TRAVAUX.RECHERCHE,"travaux, travail, rénovation rénover"
858,FEUILLE.JAPON,feuille (d'arbre)
2963,NS:NAMUR(N),Namur
172,DIABLE,diable
360,MONDE,monde
2853,STOP.PANNEAU,stop
2899,AN-4E,4e année
1354,EMOTION.EXPRIMER,"émotion, émotionnel"
2529,INFIRMIER,"infirmier, infirmière, pharmacie"
385,NOUVEAU.FLASH,"nouveau, recommencer"
3124,NS:WOLUWE(1-HANCHE),Woluwé
1408,TABLE,table
354,MINIMUM,minimum
2314,BRAS,bras
636,FONCE,"foncé, sombre"
1660,DIRECTEUR,"directeur, directrice, direction"
497,SAINT,saint
1246,MANIFESTATION,manifestation
1377,ACCESSIBILITE,"accès, accessibilité"
1420,CONFERENCE.LS,"conférence, exposé en langue des signes"
1029,FORMATION,"former, formation"
930,MIGNON,"mignon, beau, joli, petit (plus dans le sens de c'est rien), noisette, chéri(e)"
3354,NS:SAMNAN(S-JETER),Samnan Ung
2157,PIEGE.G,piège à souris
2554,TAUPE,taupe
1774,CALCULER.1,"calcul, calculer, mathématiques"
99,CARACTERE,"caractère, comportement, personnalité"
3516,CARAFE,"carafe, pichet, verser"
1555,VERRE,verre
3076,OUVRIER.X,ouvrier
2908,AN,"an, année, âge"
2833,PESER,"peser, poids, lourd, balance"
3423,NS:JEAN-CLAUDE(TETE-C),Jean Claude
117,COMMENT,comment
3537,ESCALADE,"escalade, grimper, escalader"
1234,ETEINDRE,éteindre
1944,NOUVEAU.REPETER,"nouveau, nouvelle, recommencer, répéter"
2410,NS:HOLLANDE(FROMAGE),"Hollande, Pays-Bas, néerlandais"
753,VACANCES,"vacances, en vacances"
891,VILLAGE,"village, villageois, campagne"
1262,CRECHE,crèche
3816,GAZ,"gaz, gazeux"
3182,MIROIR,miroir
1896,CLAIR.5,"clair, clarté"
835,SINGE,singe
1435,VALEUR,"valeur, valoriser, payer, qualité, impot, contribution"
2265,DE:ENNUYER-FORT,"ennui, ennuyeux, s'ennuyer (à mort), assommant, endormant, chiant, endormir, pas intéressant"
1730,ENCORE.SECRET-PAS,pas encore
1701,HABITER,habiter
2087,NOMINER,"nominer, assigner, appeler, dénommer, nommer, tag, taguer"
1832,OPERER.COUTEAU,"opérer, opération (chirurgicale)"
2053,NS:LUXEMBOURG(FORET),luxembourg
1622,OFFRIR,"offrir, donner"
1635,COMMUNAUTE.MAISON(IS),"communauté, groupe communautaire"
720,DEPRESSION,"déprimer, dépression"
628,DICTIONNAIRE,dictionnaire
133,CONTINUER.SCANNER,continuer (à)
319,LEGER,léger
4001,BELLE.FLEUR-MAMAN,belle-mère
3252,CLE-PORTE,clé
3444,NS:FLEUR(LPC),"Florence Abrassart, Fleur"
1974,THEORIQUE,"théorique, théorie"
980,HIBOU,"hibou, chouette"
343,MAXIMUM,"maximum, plus haut, terminus"
2007,CARNAVAL,carnaval
4097,SEXE(ASL),"sexe, faire l'amour"
992,GRAMME,gramme
3248,CA-VA(LSF),ça va
3756,CRIER-MURMURER,"crier, hurler, murmurer"
176,DIPLOME,"diplôme, diplômé"
3735,PASSEPORT,"passeport, visa"
3073,PECHE.SOURIRE,pêche
3688,NS:PROFILS(TRANSFORMER),Profils
2676,PUE,"puer, sentir mauvais"
157,DEGAGER,"dégager, va t-en, allez vous en, laisser, quitter"
940,NS:AFRIQUE(X-JOUE),"afrique, africain"
599,PRES,"près, tout près, approcher"
5,AN-6E,"6e année, sixième année"
4063,COLLE.BOUE,"boue, vase, colle, renverser"
3676,NS:MUSK(DEPLACER),Musk
3028,POP-CORN,"pop-corn, manger"
1064,ENLEVER,enlever
3177,TACLER,"tacler, pieds foot"
754,VIDE,vide
1237,DEPLACER,"déplacement (d'un endroit à l'autre), aller-retour"
1428,DESSERT,dessert
3215,GENEREUX,"bon cœur, généreux"
1387,PHYSIQUE,"physique, corps"
1292,CA-FAIT-DU-BIEN,"ça (cela) fait du bien, rassurer, soulager, ouf, enfin, tranquille"
1678,POINT-DE-VUE,"point de vue, voir, regarder, perspective"
2782,PUE.MARQUEUR,"pue, puer, sentir mauvais"
2134,METEO.10-MENTON,"météo, climat"
341,MATHEMATIQUE,mathématique
2417,ENFIN.TRANQUILLE,"enfin, tranquille, relax"
1113,POLI.T,"poli, politesse"
3398,JAMBES.TREMBLES,jambes trembles
3760,NS:FRANCIS(PETIT-ENFANT),Francis
2545,BRIQUE,brique
2931,GAUFRE.LSFB,gaufre
1269,GENTIL.L,gentil
2294,NS:CHARLEROI(CHANSON),charleroi
2521,MOIS-6,six mois
524,TANT-PIS,"tant pis, s'en foutre, on s'en fiche, s'en ficher, pas grave, ça ne fait rien"
2173,NU.VIDE,"nu, vide"
889,ANIMAL,"animal, cheval"
3633,FERMER.SOMBRE,"fermer, limite, ne plus voir"
1929,GENERAL.MASTER,"général, comissiare"
3711,ATTENTION.GARDERIE,attention
823,AVEUGLE,aveugle
2643,COQ,coq
3965,PAYSAGE,"paysage, endroit, place"
1724,SEMAINE,semaine
4104,DE:INTELLIGENT.AUGMENTE,"intelligent, apprendre des choses, savant, savoir, expert, doué, se former"
3755,PAPILLON.NOEUD.L,nœud papillon
2610,ZOO,zoo
2772,NS:ARLON(FORET),Arlon
1708,PIEGE,"piège, piéger, apercevoir, paf, dépistage"
1838,PORTER,"porter, soulever"
1875,NS:LSFB(QUADRILLER),LSFB asbl
4041,SCANNER.CORPS,scanner
2230,DE:ASSOMMER-CHER,cher
1773,MOT.CONTRAIRE,"inverser des mots, inverser quelque chose, remplacer, empathie"
2744,JAMBE,jambe
3242,AMBIANCE,ambiance
3975,OISEAU.JEUNE,oiseau
1762,POURQUOI-PAS,pourquoi pas
1687,ECOUTER.PIANO,écouter
2009,MARDI,mardi
1413,MECHANT.BAL,méchant
2894,OFFICIEL.7,"officiel, officiellement"
919,VOILA,"voilà, c'est cela"
3613,CONTRAIRE.DEVENIR,contraire
1921,DECALER,"décaler, changer de place, changer de voie, décalage, retard"
2523,MOIS-7,sept mois
2862,NS:CITROEN(TRIANGLE),Citroën
2937,PEACE,"peace, paix"
3397,RECULER.DOUCEMENT,"reculer, arrière, derrière"
1612,ESPERER,"espoir, espérer"
743,HIER,"hier, avant, avant-hier"
3914,INTERNATIONAL.Y,international
634,FOIS,"fois, combien de fois"
292,HEURE-1,"à une heure, à treize heures"
2804,JOUER.CERCLE,"jouer, jeu"
1626,NS:LONDRES(BRUIT-SON),"Londres, londonien"
3175,ALCOOLIQUE.VERRE,"alcoolique, boisson, buveur"
3561,DE:ENFIN.OUF,"enfin, tranquille"
1486,NS:NORVEGE(N),"Norvège, norvégien"
3320,TABAC,tabac
304,IMMERSION,"immersion, intégration"
2299,NS:MAC(POMME),mac
2871,OU,"ou, ou bien"
3070,VIBRATEUR.CORP,vibrer dans le corps
3219,A-GENOUX,à genoux
4039,BIEN.BOUDER,"bien, ça va,"
4057,PLONGER.SAUTER,"plonger, sauter dans l'eau"
3819,NS:STRASBOURG(B-TETE),"Strasbourg, Alsace"
1840,REVOLUTION,"révolution, bouleversement, chaos, crise, foule"
300,IDENTITE,identité
1636,TRIBUNAL,"tribunal, justice"
3785,FERMER.PORTE,fermer la porte
433,PLUS,"plus, addition, et, +"
3468,NS:PIERRE(CLEF),Pierre
1980,PRODUIT,"produit, chimie"
15,AIMER,"aimer, aimé"
2502,FRONTIERE,"frontière, barrage, fermer, douane"
121,COMPLET.F,"complet, tout"
3836,MANGER.CUILLER,"manger à la cuiller, déguster, yaourt, céréale"
731,AIR,"air, prendre l'air, fraîche, frais"
3749,BOULETTE,"boule, boulette, plasticine, pâte à masser"
3899,NS:TIMOTHY(IDEE-50),Timothy
